name,price,comnum,link
 Python应用编程丛书:解析Python网络爬虫：核心技术 Scrapy框架 分布式爬虫 [中国]黑马程序员 中国铁,52.0,0,http://product.dangdang.com/1362521288.html
 Python基础实例教程(微课版) 韦玮 人民邮电出版社 9787115487131【新华书店】,49.8,0,http://product.dangdang.com/1362200088.html
 Python机器学习 5个数据科学家案例解析 [美]达西·哈龙(Danish Haroon)著 潘海为 清华大学出版社,49.8,0,http://product.dangdang.com/1362147388.html
 Python微控制器编程从零开始 使用MicroPython [美]唐纳德·诺里斯(Donald Norris) 别志,49.8,0,http://product.dangdang.com/1362148488.html
 【预订】Python Playground 9781593276041,232.0,0,http://product.dangdang.com/1312797349.html
 Python 数据可视化编程实战,41.65,2,http://product.dangdang.com/1188935041.html
" 【预订】Python, PyGame and Raspberry Pi Game Development 978148",293.0,0,http://product.dangdang.com/1185100049.html
 Python与有限元 计算机 网络 程序设计+Photoshop设计与制作项目教程 其他 数值计算方法 什么是Pyth,116.7,0,http://product.dangdang.com/1045249979.html
 Python高手之路（第3版）+GitHub实践 GitHub入门Python编程入门教程 Python 3编程指南,124.0,1,http://product.dangdang.com/1042576879.html
 [正版图书-QS]--Python计算机视觉编程 9787115352323,38.0,0,http://product.dangdang.com/1375586788.html
 [正版图书-QS]--Python设计模式 9787302516453,53.9,0,http://product.dangdang.com/1375551388.html
 PYTHON神经网络编程+Python与机器学习实战 深度学习人工智能机器学习入门教程书籍 人民邮电出版社 等,101.4,4,http://product.dangdang.com/1241529177.html
 Python网络编程 第3版 利用Python轻松快速打造网络应用程序 Python 3示例讲解+Python深度学习,138.0,0,http://product.dangdang.com/1192032287.html
 青少年学Python 小学生编程书籍 儿童编程入门教程书籍python3.6核心编程零基础学计算机编程从入门到精通少儿,80.58,10,http://product.dangdang.com/1340494721.html
 高教版Python语言程序设计冲刺试卷 含线上题库,32.3,6,http://product.dangdang.com/1350569287.html
 大学计算机基础(第3版),41.6,10,http://product.dangdang.com/25337911.html
 【全2册】机器人Python青少年编程开发实例+MicroPython 入门指南 TurnipBit和孩子一起玩编程的,98.0,2,http://product.dangdang.com/1378917879.html
 物联网Python开发实战（货号：YU） 9787121337512 电子工业出版社 安翔威尔文化图书专营店,37.3,0,http://product.dangdang.com/1438066588.html
 父与子的编程之旅：与小卡特一起学Python,47.5,2,http://product.dangdang.com/1236994395.html
 Python神经网络编程 [英] 塔里克·拉希德（Tariq Rashid） 9787115474810,40.02,6,http://product.dangdang.com/1419210469.html
 【正版图书-MLS】-Python核心编程（第二版） 9787115178503 人民邮电出版社 知礼图书专营店,49.0,0,http://product.dangdang.com/1487158588.html
 Python机器学习实战,48.28,0,http://product.dangdang.com/1201715379.html
 Python编程案例教程,51.0,0,http://product.dangdang.com/1453072922.html
 [95新正版二手旧书] Python程序设计(第2版),28.4,0,http://product.dangdang.com/1450442411.html
 [二手旧书九成新]Python量化交易实战,47.4,0,http://product.dangdang.com/1454248323.html
 Python金融衍生品大数据分析+零起点Python机器学习+零起点TensorFlow快速入门+量化投资+大数据与量,522.0,0,http://product.dangdang.com/1403331127.html
 Python网络数据采集 (影印版)第2版 东南大学出版社,62.3,0,http://product.dangdang.com/1339111222.html
 【二手旧书9成新】Python编程基础 闫俊伢 人民邮电出版社 9787115434142,25.3,0,http://product.dangdang.com/1469174488.html
 Python王者归来全彩印刷 洪锦魁著9787302513346清华大学出版社,96.0,0,http://product.dangdang.com/1416315836.html
 现货正版】Python3爬虫、数据清洗与可视化实战+Python机器学习算法机器学习算法理论知识 python机器学习,115.6,0,http://product.dangdang.com/1454750048.html
 【套装4本】Python深度学习入门 人工智能书籍 Python神经网络编程 机器学习实战 深度学习ai算法 Tens,324.1,0,http://product.dangdang.com/1480699623.html
 Python绝技:运用Python成为数据工程师（货号：YU） 9787121336546 电子工业出版社 黄文青威尔,42.7,0,http://product.dangdang.com/1438071188.html
 Python程序设计教程,23.5,0,http://product.dangdang.com/1416026936.html
 Python程序设计基础教程 大学教材,28.7,0,http://product.dangdang.com/1370347514.html
 Python自动化运维:技术与实践 刘天斯 机械工业出版社 9787111483069,58.6,0,http://product.dangdang.com/1442021188.html
 Python袖珍指南(第五版) [美]Mark Lutz(马克·卢茨) 中国电力出版社 9787512364554,31.9,0,http://product.dangdang.com/1442053388.html
" Python Cookbook(第3版)中文版（美）比斯利,（美）琼斯,陈舸人民邮电出版社9787115379597",89.6,0,http://product.dangdang.com/1440552688.html
 Python算法教程[挪威]赫特兰(Magnus Lie Hetland)人民邮电出版社9787115404831,57.2,0,http://product.dangdang.com/1440850088.html
 Python面向对象编程指南[美] Steven F. Lott 洛特人民邮电出版社9787115405586,65.6,0,http://product.dangdang.com/1458222588.html
 Python科学计算(第2版)张若愚清华大学出版社9787302426585,100.3,0,http://product.dangdang.com/1458298188.html
 Python性能分析与优化[乌拉圭] 多格里奥(Fernando Doglio)人民邮电出版社978711542422,37.4,0,http://product.dangdang.com/1458399388.html
 Python编程 从入门到实践[美]埃里克·马瑟斯(Eric Matthes)人民邮电出版社9787115428028,73.8,0,http://product.dangdang.com/1441178788.html
 Python数据抓取技术与实战潘庆和著电子工业出版社9787121298844,41.2,0,http://product.dangdang.com/1441278788.html
 Python 3 基础教程邓英 夏帮贵人民邮电出版社9787115434876,34.9,0,http://product.dangdang.com/1443928088.html
 Python参考手册 第4版 修订版[美]大卫 M.比兹利(David M.Beazley)人民邮电出版社978711,73.8,0,http://product.dangdang.com/1441324188.html
 Python程序设计案例教程 徐光侠 常光辉 解绍词 黄德玲 人民邮电出版社 9787115452139,49.7,0,http://product.dangdang.com/1444151688.html
 Python爬虫开发与项目实战范传辉机械工业出版社9787111563877,67.2,0,http://product.dangdang.com/1441675388.html
 Python金融实战[美] Yuxing Yan 严玉星人民邮电出版社9787115457073,65.6,0,http://product.dangdang.com/1458897388.html
 Python机器学习算法赵志勇电子工业出版社9787121313196,58.0,0,http://product.dangdang.com/1441731088.html
 Python开发向导(云计算工程师系列) 肖睿 水利水电出版社 9787517054030,39.4,0,http://product.dangdang.com/1444425188.html
 Python语言 刘鹏、张燕、李肖俊、钟涛、刘河 9787302519829 清华大学出版社教材系列,41.7,0,http://product.dangdang.com/1448675223.html
 Python程序设计 第3版[美] 约翰·策勒 (John Zelle)人民邮电出版社9787115283252,57.2,0,http://product.dangdang.com/1442117188.html
 Python贝叶斯分析[阿根廷] Osvaldo Martin(奥斯瓦尔多·马丁)人民邮电出版社97871154761,57.2,0,http://product.dangdang.com/1459273688.html
 Python——统计人的视角(统计数据分析与应用丛书)吴喜之中国人民大学出版社9787300252162,29.2,0,http://product.dangdang.com/1446795788.html
 Python数字信号处理应用 [美]艾伦·唐尼(Allen B.Downey) 人民邮电出版社 97871154695,37.4,0,http://product.dangdang.com/1440244688.html
 Python机器学习基础教程[德]安德里亚斯·穆勒(Andreas C. Müller)[美]莎拉·人民邮电出版社97,65.6,0,http://product.dangdang.com/1442185988.html
 Python数据分析基础 零编程经验学会Python编程从入门到实践python3.0绝技核心编程基础教程网络爬虫入门,68.0,0,http://product.dangdang.com/1425835030.html
 Python 金融大数据分析 python3爬虫数据分析 入门基础教程 金融分析处理与开发书籍 数学推断统计学 金融经,80.0,0,http://product.dangdang.com/1425762530.html
" Python 并行编程手册[意大利] Giancarlo,Zaccone（詹卡洛 扎克尼）,张龙电子工业出版社9787",49.6,0,http://product.dangdang.com/1465014088.html
 Python黑客攻防入门*9787115473004 [韩]赵诚文 [韩]郑暎勋,41.4,0,http://product.dangdang.com/1170127798.html
 Python测试驱动开发-(影印版),69.4,0,http://product.dangdang.com/1028205774.html
 Python数据科学：技术详解与商业实践常国珍 赵仁乾机械工业出版社9787111603092,84.2,0,http://product.dangdang.com/1454214488.html
 Python程序设计/企业级人才培养解决方案“十三五”规划 天津滨海迅腾科技集团有限公司 南开大学出版社 978731,41.2,0,http://product.dangdang.com/1440185388.html
" Python 3 7从零开始学刘宇宙,刘艳清华大学出版社9787302510840",67.2,0,http://product.dangdang.com/1454569388.html
 Python语言程序设计(2019年版全国计算机等级考试二级教程),32.76,0,http://product.dangdang.com/1458299616.html
 Python程序设计基础( 货号:730240526),21.25,2,http://product.dangdang.com/1408883761.html
 Python—统计人的视角统计数据分析与应用丛书计算机程序设计语言python学习书基础知识机器学习方法中国人民大学出,39.17,0,http://product.dangdang.com/1340468821.html
 【全4册】python学习手册 第四版+流畅的Python+Python编程之美 佳实践指南学习+Python核心编程,436.0,2,http://product.dangdang.com/1107948713.html
 【预订】Python Tricks: A Buffet of Awesome Python Features 9781,303.0,0,http://product.dangdang.com/1062444999.html
 Python金融衍生品大数据分析：建模、模拟、校准与对冲 9787121313363 (德)Yves Hilpisch,99.0,0,http://product.dangdang.com/1375568116.html
" Python游戏编程入门 (美)啥伯,李强 9787115375117",26.95,4,http://product.dangdang.com/1307757651.html
 Python 3 6从入门到精通(视频教学版) 王英英 9787302511748,62.3,0,http://product.dangdang.com/1438449513.html
 Python数据挖掘：概念、方法与实践/计算机/大数据/Python数据 数据分析与决策技术丛书+Linux Shel,143.0,0,http://product.dangdang.com/1330672976.html
 【套装3本】Python网络爬虫开发工程师 Python编程从入门到实践 Python3网络爬虫开发实战 python,236.0,0,http://product.dangdang.com/1306761322.html
 Python科学计算(第2版) 清华大学出版社,81.4,3,http://product.dangdang.com/1447019646.html
 Python核心编程第3版 第三版 python开发大全 python入门到精通书籍 python编程入门基础学习手册,93.0,0,http://product.dangdang.com/1370950710.html
 Python编程快速上手——让繁琐工作自动化+数学之美(第二版)+Python编程从入门到实践 计算机程序设计编程书籍,155.0,0,http://product.dangdang.com/1077537689.html
 Python 3学习笔记(上卷) 9787121332746,49.0,1,http://product.dangdang.com/1176767013.html
 Python数据分析与挖掘实战 9787111521235 张良均 王路 谭立云 苏剑林等 机械工业出版社,69.0,0,http://product.dangdang.com/1376441316.html
 【套装2本】 python基础教程 python视频教程 Python编程从零基础到项目实战 基于Python的大数据,124.0,0,http://product.dangdang.com/1370830510.html
 Python从入门到精通+C语言从入门到精通+java从入门到精通 全3册 计算机零基础自学书籍 JAVA程序设计编程,178.0,0,http://product.dangdang.com/1357579422.html
 【官方】Python编程从入门到实践 python3.5核心编程基础教程快速上手 3.0零基础笨办法学网络爬虫程序设计,94.93,2,http://product.dangdang.com/1340418421.html
 PYTHON高性能(第2版) 人民邮电出版社,42.4,0,http://product.dangdang.com/1004558913.html
 Python游戏编程入门,41.65,8,http://product.dangdang.com/1409232761.html
 Python机器学习 5个数据科学家案例解析 计算机/网络 程序设计 Python+VSTO开发入门教程 C#语言进行,89.9,0,http://product.dangdang.com/1268479716.html
 Python开发实战+揭秘Angular 2 从入门进阶到实战:Django、Tornado、Flask、Twiste,184.0,0,http://product.dangdang.com/1043021679.html
 Python数据挖掘入门与实践/python数据挖掘基础教程+了不起的Nodejs 将JavaScript进行到底/p,132.0,2,http://product.dangdang.com/1042390879.html
 Python机器学习 5个数据科学家案例解析 计算机/网络 程序设计 Python+ ADINA分析基础与工程实践 基,128.0,0,http://product.dangdang.com/1266668916.html
 Python高性能编程 自学numpy框架集群代码运行实现可伸缩工程师Cython网络计算机技术员机器人工智能深度学习,69.84,0,http://product.dangdang.com/1340913021.html
 3-6岁 | 乐高创意启蒙课程（售卖的是体验课程哟）/少儿编程入门/少儿培训/儿童编程/编程语言/scratch/JS,388.0,11,http://product.dangdang.com/1460927716.html
